"","spp","countryCode","stateProvince","locality","lon","lat"
"265","Apuleia leiocarpa ","BR","Rio Grande do Norte","Serra das Queimadas, Área de extração de caulin e para instalação do complexo eólico santapape",-36.716111,-6.911944
"266","Hymenaea courbaril ","BR","Rio Grande do Norte","Parque da Cidade, Trilha Pau Brasil",-35.229444,-5.849167
"267","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Baía",-53.321528,-22.729028
"268","Peltophorum dubium ","BR","Paraná","córrego Caracu, margem direita",-53.258056,-22.765556
"269","Peltophorum dubium ","BR","Paraná","córrego Caracu, margem direita",-53.258056,-22.765556
"270","Pterogyne nitens ","BR","Paraná","córrego Caracu, margem direita",-53.258056,-22.765556
"271","Copaifera langsdorffii ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.282333,-22.702603
"272","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Ivinhema, lagoa do finado Raimundo, Parque Estadual das Várzeas do Rio Ivinhema",-53.538889,-22.797222
"273","Pterogyne nitens ","BR","Paraná","córrego Caracu, margem direita",-53.258056,-22.765556
"274","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Ivinhema, lagoa do finado Raimundo, Parque Estadual das Várzeas do Rio Ivinhema",-53.538889,-22.797222
"275","Pterogyne nitens ","BR","Paraná","córrego Caracu, margem direita",-53.258056,-22.765556
"276","Pterogyne nitens ","BR","Paraná","córrego Caracu, margem direita",-53.258056,-22.765556
"277","Copaifera langsdorffii ","BR","Paraná","córrego Caracu, margem direita",-53.258056,-22.765556
"278","Copaifera langsdorffii ","BR","Paraná","córrego Caracu, margem direita",-53.258056,-22.765556
"279","Copaifera langsdorffii ","BR","Paraná","córrego Caracu, margem direita",-53.258056,-22.765556
"280","Pterogyne nitens ","BR","Paraná","córrego Caracu",-53.2575,-22.769167
"281","Pterogyne nitens ","BR","Paraná","córrego Caracu, base do Nupélia",-53.2575,-22.769167
"282","Copaifera langsdorffii ","BR","Paraná","rio Paraná, jusante ao porto de areia, Terminal de Areia Prezalino Semprebom",-53.170556,-22.712778
"283","Genipa americana ","BR","Mato Grosso do Sul","canal Corutuba",-53.402611,-22.764056
"284","Copaifera langsdorffii ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.282333,-22.702603
"285","Copaifera langsdorffii ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.282333,-22.702603
"286","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.280278,-22.705556
"287","Copaifera langsdorffii ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.282333,-22.702603
"288","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.280278,-22.705556
"289","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Ivinhema, mata da lagoa do Finado Raimundo",-53.539528,-22.793028
"290","Copaifera langsdorffii ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.282333,-22.702603
"291","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.280278,-22.705556
"292","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Baía, fazenda Bom Futuro",-53.282333,-22.702603
"293","Copaifera langsdorffii ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.282333,-22.702603
"294","Copaifera langsdorffii ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.282333,-22.702603
"295","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Ivinhema, mata da lagoa do Finado Raimundo",-53.539528,-22.793028
"296","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Ivinhema, mata da lagoa do Finado Raimundo",-53.539528,-22.793028
"297","Peltophorum dubium ","BR","Mato Grosso do Sul","rio Ivinhema, lagoa do finado Raimundo",-53.538889,-22.797222
"298","Hymenaea courbaril ","BR","Mato Grosso do Sul","rio Baía, fazenda Unida",-53.282333,-22.702603
"299","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Ivinhema, mata da lagoa do Finado Raimundo",-53.539528,-22.793028
"300","Copaifera langsdorffii ","BR","Mato Grosso do Sul","rio Ivinhema, lagoa do finado Raimundo",-53.538889,-22.797222
"301","Peltophorum dubium ","BR","Paraná","rio Paraná, ilha Mutum",-53.278306,-22.752325
"302","Peltophorum dubium ","BR","Mato Grosso do Sul","rio Ivinhema, lagoa do finado Raimundo",-53.538889,-22.797222
"303","Pterogyne nitens ","BR","Paraná","ribeirão São Pedro",-53.220833,-22.756667
"304","Copaifera langsdorffii ","BR","Paraná","rio Paraná, entre a base e a cidade",-53.269444,-22.7725
"305","Copaifera langsdorffii ","BR","Paraná","rio Paraná, acima da base do Nupélia",-53.257275,-22.765319
"306","Peltophorum dubium ","BR","Mato Grosso do Sul","canal Corutuba",-53.413203,-22.769758
"307","Copaifera langsdorffii ","BR","Paraná","rio Paraná",-53.269444,-22.7725
"308","Peltophorum dubium ","BR","Paraná","ribeirão São Pedro",-53.220833,-22.756667
"309","Persea americana ","BR","Paraná","Zona Rural, Sítio São João, APP. Próximo à Sede.",-52.102411,-23.498944
"310","Apuleia leiocarpa ","BR","Mato Grosso do Sul","rio Curupaí, porto dos eucaliptos, Parque Estadual das Várzeas do Rio Ivinhema",-53.660647,-22.978919
"311","Cajanus cajan ","BR","Paraná","rio Paraná, Margem esquerda, foz do Rio Paranapanema e margem da estrada.",-53.1,-22.683333
"312","Copaifera langsdorffii ","BR","Paraná","rio Paraná",-53.269444,-22.7725
"313","Copaifera langsdorffii ","BR","Mato Grosso do Sul","rio Ivinhema",-53.528333,-22.794167
"314","Alchornea glandulosa ","BR","Paraná","Parque do Ingá",-51.926167,-23.430167
"315","Inga marginata ","BR","Paraná","Parque do Ingá",-51.932167,-23.423583
"316","Senegalia polyphylla ","BR","Paraná","Parque do Ingá",-51.92825,-23.428639
"317","Inga vera ","BR","Paraná","Parque do Ingá",-51.930972,-23.430222
"318","Enterolobium contortisiliquum ","BR","Paraná","Universidade Estadual de Maringá, Campus sede, bosque próximo a ADUEM.",-51.945483,-23.401458
"319","Senegalia polyphylla ","BR","Paraná","Universidade Estadual de Maringá, Campus sede, Mata Ciliar da UEM, margem direita do Córrego Mandacaru.",-51.948517,-23.403122
"320","Guazuma ulmifolia ","BR","Paraná","Universidade Estadual de Maringá, Campus sede, Mata Ciliar da UEM, margem do Córrego Mandacaru.",-51.948517,-23.403122
"321","Croton urucurana ","BR","Paraná","Universidade Estadual de Maringá, Campus sede, Mata Ciliar da UEM, margem do Córrego Mandacaru.",-51.948517,-23.403122
"322","Pterogyne nitens ","BR","Paraná","córrego Caracu, margem direita, base do Nupélia",-53.256944,-22.765833
"323","Hymenaea courbaril ","BR","Paraná","Rio Paraná, Margem esquerda, proximidades do Porto de Areia Cristo Rei.",-53.165278,-22.708333
"324","Pterogyne nitens ","BR","Paraná","córrego Caracu, base do Nupélia",-53.2575,-22.769167
"325","Copaifera langsdorffii ","BR","Paraná","rio Paraná, Porto de Areia Prezalino Semprebom, no entorno do Reflorestamento do PRASA.",-53.17,-22.711944
"326","Hymenaea courbaril ","BR","Mato Grosso do Sul","canal Corutuba, Espigão do Macaco",-53.471639,-22.765806
"327","Pterogyne nitens ","BR","Paraná","rio Paraná, Porto de Areia Prezalino Semprebom, no entorno do Reflorestamento do PRASA.",-53.17,-22.711944
"328","Senegalia polyphylla ","BR","Paraná","Estação Ecológica Municipal Doutor Orlando Sanchez.",-51.900278,-24.355556
"329","Pterogyne nitens ","BR","Paraná","Bosque.",-52.838889,-22.754167
"330","Alchornea glandulosa ","BR","Minas Gerais","Rio Gualaxo do Norte, Margem Direita",-43.376778,-20.251083
"331","Copaifera langsdorffii ","BR","Minas Gerais","Rio Gualaxo do Norte, Margem Direita",-43.376778,-20.251083
"332","Maclura tinctoria ","BR","Minas Gerais","Rio Doce, Margem Direita",-42.522222,-19.567917
"333","Genipa americana ","BR","Minas Gerais","Rio Doce, Margem Direita",-42.522222,-19.567917
"334","Croton floribundus ","BR","Minas Gerais","Rio Gualaxo do Norte, Margem Esquerda",-43.197639,-20.281056
"335","Copaifera langsdorffii ","BR","Minas Gerais","Rio Gualaxo do Norte, Margem Esquerda",-43.197639,-20.281056
"336","Inga marginata ","BR","Espírito Santo","Rio Doce, Margem Esquerda",-39.900833,-19.498444
"337","Alchornea glandulosa ","BR","Espírito Santo","Rio Doce, Margem Esquerda",-40.092472,-19.4115
"338","Apuleia leiocarpa ","BR","Minas Gerais","Rio Doce, Margem Esquerda",-42.522806,-19.552111
"339","Inga marginata ","BR","Minas Gerais","Rio Doce, Margem Esquerda",-42.500389,-19.712806
"340","Clitoria fairchildiana ","BR","Minas Gerais","Rio Doce, Margem Direita",-42.419111,-19.403972
"341","Peltophorum dubium ","BR","Minas Gerais","Rio Doce, Margem Direita",-42.419111,-19.403972
"342","Mangifera indica ","BR","Minas Gerais","Rio Doce, Margem Direita",-42.415278,-19.381889
"343","Handroanthus serratifolius ","BR","Minas Gerais","Rio Doce, Margem Esquerda",-42.48,-19.750833
"344","Joannesia princeps ","BR","Minas Gerais","Rio Doce, Margem Esquerda",-42.48,-19.750833
"345","Genipa americana ","BR","Minas Gerais","Rio Doce, Margem Esquerda",-42.48,-19.750833
"346","Senna multijuga ","BR","Minas Gerais","Rio Doce, Margem Direita",-42.481583,-19.643
"347","Apuleia leiocarpa ","BR","Minas Gerais","Rio Doce, Margem Direita",-42.497333,-19.673278
"348","Copaifera langsdorffii ","BR","Minas Gerais","Rio Gualaxo do Norte, Margem Direita",-43.090972,-20.266111
"349","Alchornea glandulosa ","BR","Minas Gerais","Rio Gualaxo do Norte, Margem Direita",-43.308889,-20.271056
"350","Apuleia leiocarpa ","BR","Minas Gerais","Rio Gualaxo do Norte, Margem Direita",-43.266528,-20.290833
"351","Cariniana estrellensis ","BR","Minas Gerais","Rio Doce (Represa), Margem Esquerda",-41.020083,-19.5035
"352","Cariniana estrellensis ","BR","Espírito Santo","Afluente do Rio Doce, Margem Esquerda",-40.925444,-19.499806
"353","Cariniana estrellensis ","BR","Minas Gerais","Rio Doce, Margem Direita",-42.585139,-19.904472
"354","Hymenaea courbaril ","BO","Santa Cruz","Cerro Mutún, 19 km al SW de Puerto Suárez, 2.2 km E (línea recta) de las oficinas y entrada de la empresa minera, pendiente gradual del lado W de Cerro Mutún, cerca de una parcela ecológica de Daniel Villarroel S.",-57.920833,-19.212778
"355","Croton urucurana ","BR","Goias","Municipio Presidente Kennedy: From highway BR-153 to Itapora, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirao Feinho. Along Rio Feinho.",-48.616667,-3.416667
"356","Inga marginata ","BO","Santa Cruz","Dirt road toward Puerto Frerking, 3.2 km NE of junction with Minero-San Pedro Highway.",-63.206389,-16.929722
"357","Albizia niopoides ","BO","Santa Cruz","Dirt road toward Puerto Frerking, 3.2 km NE of junction with Minero-San Pedro Highway.",-63.206389,-16.929722
"358","Inga vera ","BR","Santa Catarina","Rio do Meio. Interior da mata. 1 km acima da igreja Santa Catarina, topo do morro na margem esquerda do rio acima do encontro dos rios Santo Antônio e Rio do Meio",-49.178056,-27.983889
"359","Persea americana ","BR","Santa Catarina","APA Morro Albino e Esteves. Bairro Dagostim (Morro da Bananeira)",-49.379167,-28.756111
"360","Alchornea triplinervia ","BR","Santa Catarina","Bairro Bortolotto.",-49.5075,-28.642222
"361","Enterolobium contortisiliquum ","BR","Minas Gerais","Rio Pandeiros",-44.457611,-15.527944
"362","Enterolobium contortisiliquum ","BR","Minas Gerais","Rio Pandeiros",-44.45775,-15.527833
"363","Enterolobium contortisiliquum ","BR","Minas Gerais","Rio Pandeiros",-44.4575,-15.527833
"364","Croton floribundus ","BR","São Paulo","Parque Estadual de Vassununga",-47.590889,-21.729972
"365","Dalbergia nigra ","BR","Minas Gerais","Parque Nacional Cavernas do Peruaçu.",-44.242306,-15.121278
"366","Anadenanthera peregrina ","BR","São Paulo","Fazenda São José da Conquista",-47.873925,-22.175392
"367","Cariniana estrellensis ","BR","São Paulo","",-47.109306,-22.816472
"368","Zeyheria tuberculosa ","BR","Goiás","",-45.628056,-22.743611
"369","Maclura tinctoria ","BR","Minas Gerais","Parque Nacional Cavernas do Peruaçu.",-44.251111,-15.091111
"370","Maclura tinctoria ","BR","Minas Gerais","Parque Nacional Cavernas do Peruaçu.",-44.25075,-15.090917
"371","Maclura tinctoria ","BR","Minas Gerais","Parque Nacional Cavernas do Peruaçu.",-44.251111,-15.091111
"372","Maclura tinctoria ","BR","Minas Gerais","Parque Nacional Cavernas do Peruaçu.",-44.251111,-15.087667
"373","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga.",-47.597833,-21.729056
"374","Hymenaea courbaril ","BR","Mato Grosso","Sesc Pantanal",-56.401639,-16.505389
"375","Hymenaea courbaril ","BR","Goiás","Parque Estadual Terra Ronca",-46.360667,-13.73775
"376","Cariniana estrellensis ","BR","São Paulo","Universidade de São Paulo - USP",-46.730306,-23.564944
"377","Copaifera langsdorffii ","BR","Minas Gerais","Serra do Cipó",-43.635917,-19.3445
"378","Copaifera langsdorffii ","BR","Minas Gerais","Serra do Cipó",-43.635,-19.345083
"379","Copaifera langsdorffii ","BR","Minas Gerais","Serra do Cipó",-43.634833,-19.345194
"380","Cariniana estrellensis ","BR","São Paulo","",-47.113056,-22.823222
"381","Cariniana estrellensis ","BR","São Paulo","",-47.113056,-22.823222
"382","Cariniana estrellensis ","BR","São Paulo","",-47.113056,-22.823222
"383","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.621778,-21.612333
"384","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.599583,-21.728333
"385","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.621444,-21.612833
"386","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.621806,-21.612389
"387","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.621306,-21.612917
"388","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.620139,-21.615028
"389","Maclura tinctoria ","BR","Minas Gerais","Parque Nacional Cavernas do Peruaçu.",-44.230472,-15.101667
"390","Maclura tinctoria ","BR","Minas Gerais","Parque Nacional Cavernas do Peruaçu.",-44.230472,-15.101667
"391","Enterolobium contortisiliquum ","BR","Minas Gerais","Parque Nacional Cavernas do Peruaçu.",-44.230472,-15.101667
"392","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.591917,-21.729194
"393","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.589611,-21.724528
"394","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.592056,-21.729639
"395","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.597833,-21.729056
"396","Copaifera langsdorffii ","BR","São Paulo","Parque Estadual de Vassununga",-47.598056,-21.729361
"397","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"398","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"399","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"400","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"401","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"402","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"403","Maclura tinctoria ","BR","Minas Gerais","Parque Nacional Cavernas do Peruaçu.",-44.267139,-15.089389
"404","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"405","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"406","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"407","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"408","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"409","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"410","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"411","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"412","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"413","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"414","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"415","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"416","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"417","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"418","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"419","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"420","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"421","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"422","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"423","Anadenanthera peregrina falcata","BR","São Paulo","Fazenda São José da Conquista.",-47.873925,-22.175392
"424","Cariniana estrellensis ","BR","São Paulo","Estação Ecológica de Caetetus",-49.676444,-22.391194
